u,x,theta,xdot,thetadot
0.026092831151186286,0.7857288424136492,-0.0009337622413891456,-0.24053481118619885,-0.012464432426712416
0.0320751639001043,0.7737035074678298,-0.0015879073595186277,-0.23886948561792035,-0.01061139824871414
0.03721845529245875,0.7617622065853299,-0.0021662920366693345,-0.23691690286918046,-0.00890607237004137
0.04160367789642922,0.7499192123324154,-0.0026743152471502205,-0.23471853399270837,-0.007345774176712647
0.045307021739957466,0.7381867303180959,-0.00311738703293531,-0.23231177663423172,-0.005926009975249886
0.048399670013645146,0.7265751028409528,-0.003500837332203779,-0.22973020705988298,-0.004640936594548164
0.05094770661212794,0.7150929998317948,-0.0038298457263267333,-0.22700384074776728,-0.003483747526540128
0.053012128069873155,0.7037475966881124,-0.004109388764187159,-0.22415939538408408,-0.002446991843722963
0.05464893685070311,0.6925447389003774,-0.004344201948697756,-0.22122055140897756,-0.001522835075222457
0.05590929671004508,0.6814890936095716,-0.004538753854607263,-0.21820820635430813,-0.0007032702258962034
0.05683973406836219,0.6705842884202704,-0.004697230191015709,-0.21514072013379298,1.9713804805678893e-05
0.0574823720935985,0.6598330379330397,-0.004823525928872439,-0.2120341492103533,0.0006540000014507562
0.057875186554463456,0.6492372585614774,-0.004921243885817197,-0.20890246819755798,0.0012072415853098635
0.05805227452805906,0.6387981722695227,-0.00499369840086414,-0.20575777797051933,0.0016867860241307174
0.058044128769860676,0.628516399909305,-0.0050439229424369,-0.2026104997828184,0.0020996204185429845
0.057877912019753466,0.6183920448636352,-0.005074680677875614,-0.19946955522431783,0.002452334555235361
0.05757772675840941,0.6084247677043852,-0.005088477193365436,-0.19634253212253713,0.00275109842615127
0.0571648769728713,0.5986138525719257,-0.005087574692738039,-0.1932358366985189,0.0030016514651952774
0.056658119364880535,0.5889582659644809,-0.005074007124063868,-0.19015483244629,0.003209301154016321
0.056073902162715766,0.5794567086021726,-0.005049595786499559,-0.18710396632136408,0.0033789290009051728
0.05542659029755845,0.5701076610007394,-0.005015965058425173,-0.18408688290537187,0.003515002206146722
0.054728676196103186,0.5609094233561596,-0.004974557963271655,-0.1811065272670089,0.0036215895974849007
0.05399097583822952,0.5518601503050733,-0.004926651353209311,-0.17816523726934025,0.003702380654650005
0.05322281004560245,0.5429578810881526,-0.004873370544495934,-0.17526482608463403,0.0037607066458362204
0.05243217121630504,0.5342005656053241,-0.004815703283075419,-0.17240665567416183,0.003799563075013778
0.0516258759125591,0.5255860868137442,-0.004754512956144621,-0.1695917019750739,0.003821632790150237
0.05080970385243722,0.5171122798822303,-0.004690550995911498,-0.16682061251228242,0.003829309231662457
0.049988523960308534,0.5087769484799003,-0.004624468446578993,-0.16409375712256907,0.003824719410339077
0.04916640820148804,0.5005778785423839,-0.004556826685527296,-0.16141127244278738,0.003809746296927761
0.048346733970140665,0.49251284982637067,-0.004488107305456141,-0.15877310077563317,0.0037860503837035316
0.04753227582110711,0.4845796455326005,-0.00441872117652419,-0.1561790239062928,0.003755090243543796
0.04672528734032269,0.47677606024876285,-0.004349016716840902,-0.15362869240238894,0.0037181419660465577
0.045927573938643544,0.46909990643718763,-0.0042792874065121006,-0.1511216508888504,0.0036763173945711125
0.04514055733328714,0.4615490196676747,-0.004209778585234767,-0.14865735974928654,0.003630581124110273
0.04436533245246746,0.4541212627732792,-0.004140693576543045,-0.14623521366663905,0.0035817662488264557
0.043602717464256126,0.4468145290862853,-0.0040721991835388684,-0.1438545573786854,0.0035305888709537187
0.04285329759217646,0.4396267448928771,-0.004004430601565189,-0.1415146989886379,0.00347766140051969
0.0421174633389186,0.4325558712280582,-0.003937495793025678,-0.1392149211377997,0.0034235046887823016
0.041395443697183745,0.4255999051170786,-0.003871479368615673,-0.13695449031610504,0.0033685590481201295
0.04068733488393312,0.4187568803558897,-0.003806446017767934,-0.13473266455742935,0.0033131942179750406
0.03999312509197457,0.41202486791085463,-0.0037424435292699406,-0.1325486997398159,0.003257718340848425
0.03931271571158941,0.40540197600698485,-0.0036795054408903954,-0.1304018546861798,0.003202386014761994
0.03864593943510575,0.3988863499642396,-0.0036176533545545903,-0.1282913952385665,0.0031474054893967907
0.0379925756193299,0.39247617183281686,-0.003556898951207494,-0.12621659745856917,0.0030929450726511955
0.037352363244871296,0.3861696598707741,-0.0034972457370614145,-0.1241767500879511,0.0030391388128994242
0.036725011777626236,0.37996506790065265,-0.003438690550490546,-0.12217115638676765,0.0029860915200151388
0.03611021020626869,0.3738606845759486,-0.003381224856446017,-0.12019913545121852,0.0029338831854569224
0.03550763450039457,0.3678548325831958,-0.003324835852951289,-0.11826002309997397,0.0028825728585501844
0.03491695370714294,0.3619458678010151,-0.003269507412020817,-0.11635317240568159,0.002832202032689208
0.03433783487941354,0.3561321784336789,-0.0032152208752399404,-0.11447795393766513,0.0027827975916232084
0.03376994700634955,0.3504121841334594,-0.0031619557222616053,-0.11263375577235323,0.0027343743623808544
0.03321296409627251,0.34478433512322715,-0.0031096901286215015,-0.11081998331962063,0.0026869373177907246
0.03266656754379632,0.3392471113283742,-0.0030584014275504357,-0.10903605900587915,0.0026404834680334353
0.0321304478961553,0.3337990215251131,-0.003008066488870972,-0.107281421848326,0.0025950034772505987
0.03160430611884665,0.3284386025104965,-0.002958662026602522,-0.10555552694914899,0.0025504830379725054
0.031087854447302585,0.323164418298078,-0.002910164845561196,-0.10385784493361687,0.0025069040330290004
0.030580816899406775,0.31797505934194775,-0.0028625520360228895,-0.10218786135177033,0.002464245511693326
0.030082929513104775,0.31286914179090364,-0.0028158011244142737,-0.10054507605980058,0.0024224845040845284
0.029593940364008125,0.30784530677372224,-0.002769890187000076,-0.09892900259409279,0.0023815966953229096
0.029113609409680274,0.30290221971585424,-0.002724797932639466,-0.09733916754825905,0.0023415569785968935
0.028641708200061216,0.2980385696873582,-0.00268050375988237,-0.0957751099612355,0.0023023399041522887
0.02817801948719145,0.29325306878149127,-0.002636987792961155,-0.09423638072262056,0.0022639200392529295
0.02772233676189508,0.28854445152306923,-0.002594230900597336,-0.09272254199984094,0.0022262722523753854
0.027274463740330764,0.28391147430548636,-0.0025522147009800628,-0.0912331666904096,0.002189371933282851
0.02683421381920173,0.27935291485512315,-0.002510921555776607,-0.08976783790144768,0.0021531951591630973
0.026401409514892768,0.27486757172176807,-0.0024703345555987426,-0.08832614845775083,0.002117718815703862
0.025975881898773406,0.27045426379361476,-0.00243043749896692,-0.08690770043895865,0.00208292068080422
0.025557470038343365,0.26611182983537385,-0.0023912148664810852,-0.08551210474581125,0.0020487794775734345
0.025146020451721707,0.26183912804803855,-0.0023526517916177157,-0.08413898069502485,0.0020152749023385256
0.024741386581144692,0.25763503564887014,-0.002314734029322478,-0.08278795564197237,0.00198238763255767
0.024343428289624613,0.2534984484702105,-0.002277447923352541,-0.08145866463009528,0.0019500993188111826
0.023952011383638155,0.24942828057578423,-0.002240780373137959,-0.08015075006578738,0.0019183925644029702
0.023567007163689896,0.24542346389321562,-0.0022047188007741554,-0.07886386141736543,0.0018872508955478727
0.023188292003735275,0.2414829478615577,-0.0021692511186240096,-0.07759765493666555,0.0018566587246329836
0.02281574695977891,0.23760569909270182,-0.0021343656978954867,-0.07635179340176788,0.0018266013086190417
0.022449257407415227,0.23379070104561353,-0.002100051338466439,-0.07512594587934811,0.0017970647042822245
0.022088712707669926,0.2300369537124142,-0.0020662972401497776,-0.07391978750517524,0.0017680357216828422
0.021734005900173155,0.22634347331540372,-0.0020330929755275023,-0.07273299928131556,0.0017395018769777457
0.021385033422466285,0.22270929201419024,-0.002000428464429214,-0.07156526788865768,0.0017114513454637957
0.021041694854077413,0.21913345762216335,-0.0019682939500880155,-0.07041628551343897,0.0016838729155449709
0.02070389268390097,0.21561503333161242,-0.0019366799769726599,-0.06928574968652651,0.001656755944152157
0.020371532099349048,0.2121530974468544,-0.0019055773702680797,-0.06817336313428268,0.0016300903140070155
0.02004452079571834,0.20874674312479427,-0.0018749772169559347,-0.0670788336399253,0.0016038663930066533
0.019722768804245384,0.20539507812239463,-0.001844870848431535,-0.0660018739143713,0.0015780749959132473
0.019406188337320496,0.20209722455058274,-0.001815249824582494,-0.06494220147563294,0.0015527073484541088
0.019094693649413626,0.1988523186341687,-0.0017861059192471078,-0.06389953853591143,0.0015277550538771174
0.018788200912305115,0.19565951047739188,-0.0017574311069659795,-0.06287361189560749,0.00150321006195627
0.018486628103299787,0.19251796383475106,-0.0017292175509383207,-0.06186415284353875,0.00147906464040395
0.01818989490517062,0.1894268558868094,-0.0017014575920941545,-0.06087089706272092,0.0014553113486164024
0.017897922616668175,0.18638537702069752,-0.001674143739194951,-0.059893584541131785,0.0014319430136571967
0.01761063407251461,0.18339273061506664,-0.001647268659877653,-0.058931959486936025,0.0014089527083679886
0.017327953571869493,0.18044813282926989,-0.0016208251725603334,-0.05798577024770297,0.0013863337314842222
0.017049806814366457,0.17755081239657317,-0.0015948062391316852,-0.057054769233198646,0.001364079589629015
0.016776120842857723,0.1747000104212178,-0.0015692049583508256,-0.056138712841380244,0.0013421839810534495
0.016506823992120626,0.17189498017917562,-0.0015440145598885587,-0.05523736138726184,0.0013206407809933883
0.016241845842816825,0.16913498692245374,-0.0015192283989459224,-0.054350479034359106,0.001299444028513445
0.015981117180089904,0.1664193076868208,-0.0014948399513906364,-0.053477833728454216,0.0012785879147136868
0.01572456995622795,0.1637472311028391,-0.0014708428093567337,-0.052619197133453824,0.0012580667721785923
0.015472137256892452,0.16111805721009864,-0.0014472306772572564,-0.0517743445691404,0.001237875065554226
0.015223753270461923,0.1585310972745591,-0.0014239973681642885,-0.0509430549506421,0.0012180073831459263
0.014979353260091028,0.15598567360891372,-0.0014011368005147947,-0.05012511072946849,0.0011984584294357373
0.014738873538124189,0.15348111939589762,-0.0013786429951046931,-0.049320297835979424,0.0011792230184252135
0.014502251442561245,0.15101677851446926,-0.0013565100723373295,-0.04852840562317118,0.0011602960677173325
0.014269425315287038,0.1485920053687991,-0.0013347322496959637,-0.04774922681168005,0.0011416725932569339
0.014040334481832858,0.14620616472000508,-0.0013133038394131085,-0.046982557435916436,0.0011233477046568067
0.0138149192324554,0.14385863152057893,-0.001292219246312516,-0.046228196791254596,0.0011053166010427096
0.013593120804346303,0.1415487907514499,-0.0012714729658023034,-0.0454859473822136,0.001087574567356456
0.013374881364817284,0.13927603726163768,-0.001251059582000209,-0.04475561487157384,0.0010701169710624786
0.013160143995322919,0.13703977561044658,-0.0012309737659741994,-0.044037008030381054,0.0010529392592086965
0.012948852676198556,0.134839419912158,-0.0012112102740836825,-0.043329938688796976,0.00103603695579721
0.012740952272016597,0.1326743936831779,-0.0011917639464084175,-0.042634221687760994,0.0010194056594255046
0.012536388517473242,0.1305441296915997,-0.001172629705253855,-0.04194967483143234,0.001003041041163063
0.012335108003729646,0.12844806980914297,-0.0011538025537230988,-0.04127611884038658,0.0009869388426319782
0.012137058165149144,0.1263856648654307,-0.0011352775743470045,-0.04061337730554354,0.0009710948742641671
0.011942187266377653,0.12435637450456859,-0.0011170499277650796,-0.03996127664280689,0.0009555050137109869
0.011750444389721218,0.12235966704399057,-0.0010991148514508749,-0.03931964604839813,0.0009401652043837846
0.011561779422787166,0.12039501933553633,-0.001081467658476464,-0.03868831745486988,0.0009250714541068425
0.01137614304635882,0.11846191662872647,-0.0010641037363114023,-0.03806712548778484,0.0009102198338665643
0.011193486722477195,0.11655985243620243,-0.001047018545652244,-0.037455907423048634,0.0008956064766426639
0.011013762682714406,0.11468832840129814,-0.0010302076192793058,-0.036854503144885434,0.0008812275763094788
0.010836923916617159,0.11284685416771177,-0.0010136665609378833,-0.03626275510444664,0.0008670793865966488
0.010662924160312568,0.1110349472512455,-0.0009973910442415794,-0.03568050827904339,0.0008531582201003779
0.010491717885263147,0.10925213291358239,-0.000981376811595801,-0.035107610131994364,0.0008394604473374895
0.0103232602871669,0.10749794403806953,-0.0009656196731398041,-0.03454391057308064,0.000825982495835986
0.0101575072749923,0.10577192100747722,-0.0009501155057059534,-0.033989261919600174,0.000812720849256394
0.00999441546014805,0.10407361158370411,-0.0009348602517951065,-0.033443518858014054,0.0007996720465394651
0.00983394214578174,0.10240257078939882,-0.0009198499185672316,-0.03290653840617763,0.0007868326810762778
0.009676045316206437,0.10075836079146872,-0.0009050805768465417,-0.03237817987614915,0.0007741993998975554
0.009520683626454862,0.09914055078644712,-0.0008905483601405669,-0.03185830483756898,0.0007617689028796711
0.009367816391957827,0.09754871688769032,-0.0008762494636727041,-0.03134677708160244,0.0007495379419650455
0.009217403578350346,0.09598244201437625,-0.00086218014342788,-0.03084346258543925,0.0007375033203954168
0.009069405791399922,0.09444131578227714,-0.0008483367152110351,-0.03034822947734293,0.0007256618919562735
0.008923784267064515,0.0929249343962784,-0.000834715553718213,-0.02986094800224284,0.0007140105602317589
0.008780500861672879,0.09143290054461688,-0.0008213130916200666,-0.029381490487862368,0.0007025462778688441
0.008639518042233117,0.08996482329481154,-0.0008081258186576532,-0.028909731311376082,0.0006912660458503223
0.008500798876867534,0.08852031799126024,-0.0007951502807504023,-0.028445546866589025,0.0006801669127761131
0.008364307025373826,0.08709900615447645,-0.0007823830791161713,-0.027988815531631198,0.0006692459741524804
0.008230006729913596,0.08570051538194011,-0.0007698208694033131,-0.027539417637160293,0.0006585003716889508
0.008097862805829052,0.08432447925053736,-0.0007574603608346962,-0.027097235435065706,0.0006479272926028794
0.00796784063258521,0.08297053722056404,-0.000745298315363613,-0.0266621530676669,0.0006375239689314073
0.007839906144840723,0.08163833454126816,-0.0007333315468415265,-0.026234056537399204,0.000627287676850929
0.007714025823645166,0.08032752215790723,-0.0007215569201975975,-0.025812833676980063,0.0006172157360040285
0.007590166687763334,0.07903775662029607,-0.0007099713506299339,-0.02539837412004888,0.0006073055088339622
0.007468296285124954,0.07776869999282181,-0.0006985718028084998,-0.024990569272273548,0.0005975543999266693
0.007348382684400417,0.07652001976590256,-0.0006873552900896208,-0.024589312282916876,0.0005879598553604208
0.007230394466702007,0.07529138876886673,-0.0006763188737420132,-0.024194498016855984,0.0005785193620632395
0.007114300717408765,0.07408248508423054,-0.0006654596621842584,-0.023806023027048,0.0005692304471781131
0.007000071018113671,0.07289299196335125,-0.0006547748102336391,-0.023423785527435338,0.0005600906774359865
0.006887675438695539,0.07172259774343423,-0.0006442615183662528,-0.0230476853662838,0.0005510976585368405
0.006777084529509303,0.07057099576587225,-0.0006339170319883006,-0.022677623999947008,0.0005422490345386385
0.00666826931369812,0.06943788429589567,-0.0006237386407184553,-0.022313504467050552,0.0005335424872543672
0.006561201279623955,0.06832296644351249,-0.0006137236776812044,-0.021955231363089373,0.0005249757356571741
0.006455852373415467,0.06722595008571769,-0.0006038695188110529,-0.021602710815432004,0.000516546535293604
0.0063521949916324275,0.06614654778995159,-0.000594173582167474,-0.021255850458725297,0.0005082526777049818
0.006250201974044475,0.06508447673878706,-0.000584633327260488,-0.020914559410693413,0.0005000919898568911
0.006149846596524504,0.06403945865582598,-0.0005752462543867471,-0.020578748248324803,0.0004920623335768639
0.006051102564052436,0.06301121973278558,-0.0005660099039759989,-0.02024832898444118,0.00048416160500009726
0.005953944003831327,0.061999490557755416,-0.0005569218559478029,-0.019923215044642346,0.00047638773402335245
0.005858345458510886,0.061004006044606554,-0.0005479797290783666,-0.019603321244621004,0.00046873868376683277
0.005764281879520257,0.06002450536353402,-0.0005391811803773716,-0.019288563767841597,0.00046121245004416466
0.005671728620505132,0.05906073187271464,-0.0005305239044746527,-0.018978860143577504,0.0004538070608402576
0.005580661430871253,0.05811243305106231,-0.0005220056330165989,-0.018674129225300748,0.00044652057579716743
0.005491056449429153,0.057179360432062974,-0.0005136241340721354,-0.01837429116941873,0.00043935108570771744
0.0054028901981419885,0.0562612695386721,-0.0005053772115481569,-0.018079267414352316,0.0004322967120169651
0.0053161395759724695,0.05535791981925753,-0.0004972627046142699,-0.017788980659949927,0.00042535560633134585
0.005230781852828225,0.0544690745845709,-0.0004892784871367105,-0.01750335484723221,0.0004185259499354094
0.005146794663605197,0.05359450094573116,-0.00048142246712130357,-0.017222315138461963,0.00041180595331616657
0.005064156002324775,0.05273396975320397,-0.0004736925861653231,-0.016945787897534186,0.0004051938556947837
0.004982844216367253,0.05188725553676079,-0.00046608681891812515,-0.016673700670681017,0.0003986879245657615
0.004902838000795513,0.05105413644640222,-0.00045860317255041333,-0.016405982167486604,0.00039228645524327487
